nome,cidade,estado,bairro,endereco_completo,cep,email,latitude,longitude
CRAS - CASA DA FAMÍLIA JARDIM CÉLIA,Uberlândia,MG,JARDIM CELIA,"DOS SININHOS, 35",38413653,gestaosuas@uberlandia.mg.gov.br,-1.89555791e-06,-4.83466056e-06
CRAS  - CASA DA FAMÍLIA MORUMBI,Uberlândia,MG,MORUMBI,"FELIPE CALIXTO MILKEN, 157",38407225,gestaosuas@uberlandia.mg.gov.br,-189.173394952144,-481.856060028076
CRAS - CASA DA FAMÍLIA JARDIM BRASILIA,Uberlândia,MG,JARDIM BRASILIA,"GLOBO, 515",38401416,crasjdbrasilia@uberlandia.mg.gov.br,-188.979531274274,-48.305811882019
CRAS - CASA DA FAMÍLIA DISTRITO DE  TAPUIRAMA,Uberlândia,MG,Distrito de Tapuirama,"Jose Pedro Abalém, 1122",38439600,gestaosuas@uberlandia.mg.gov.br,-1.91428588e-06,-4.79350916e-06
CRAS - CASA DA FAMÍLIA SHOPPING PARK,Uberlândia,MG,Shopping Park,"Juvenília Mota Leite, 700",38411534,gestaosuas@uberlandia.mg.gov.br,-18.9907538444333,-48.267810344696
CRAS - CASA DA FAMÍLIA CUSTODIO PEREIRA,Uberlândia,MG,CUSTODIO PEREIRA,"LUIZ VIEIRA TAVARES, 1199",38405260,gestaosuas@uberlandia.mg.gov.br,-188.923397963763,-482.420182228088
CRAS  TOCANTINS,Uberlândia,MG,Tocantins,"Renato José Luiz90, 90",38400000,gestaosuas@uberlandia.mg.gov.br,-1.88927071e-06,-4.83376249e-06
CRAS - CASA DA FAMÍLIA MARTA HELENA,Uberlândia,MG,MARTA HELENA,"Republica do Piratini, 234",38402028,gestaosuas@uberlandia.mg.gov.br,-18.8742499882601,-48.269076347351
CRAS - CASA DA FAMÍLIA MANSOUR,Uberlândia,MG,MANSOUR,"Rua Rio Uaupes, 36",38414446,gestaosuas@uberlandia.mg.gov.br,-1.89293660334249,-48.3403158187866
CRAS - CASA DA FAMÍLIA PEQUIS,Uberlândia,MG,Res. Pequis,"Wilson Rodrigues da Silva, 940",38400000,gestaosuas@uberlandia.mg.gov.br,-18.9747444585182,-483.760857582092
CRAS Centro de Referencia de Assistência Social,Ubirajara,SP,Centro,"Moisés Cury de Queiroz, 33",17440194,cras@ubirajara.sp.gov.br,-225.306735351644,-49.6581602096557
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE UBIRATÃ,Ubiratã,PR,VILA RECIFE,"RUA PARANÁ, 81",85440000,crasfamiliafeliz.ubirata@hotmail.com,-245.353725975767,-529.83648777008
CRAS CASA DAS FAMILIAS,Ubiretama,RS,CENTRO,"MISSÕES, 381",98898000,assistenciasocial.ubiretama@gmail.com,-280.442985762192,-54.682203233242
CRAS AGROCERES,Ubá,MG,AGROCERES,"ADÃO QUINTÃO, 260",36504232,crasagroceres.coord@uba.mg.gov.br,-211.097095144185,-42.922878563404
CRAS SÃO DOMINGOS,Ubá,MG,SÃO DOMINGOS,"CORONEL OTAVIANO DA ROCHA, 945",36504042,crassaodomingos.coord@uba.mg.gov.br,-211.106653565973,-42.9452937841415
CRAS SÃO JOÃO,Ubá,MG,São João,"Francisco da Costa Barros, 245",36507090,crassaojoao.coord@uba.mg.gov.br,-21.1174611669384,-42.9520314931869
CRAS VILA CASAL,Ubá,MG,Vila Casal,"Marechal Floriano Peixoto, 433",36501082,crasvilacasal.coord@uba.mg.gov.br,-21.1281221551855,-42.939438521862
CRAS COHAB,Ubá,MG,COHAB,"Otacílio Coutinho, S/N",36506212,craspiresdaluz.coord@uba.mg.gov.br,-210.957765401801,-42.9705226421356
CRAS SANTA ISABEL,Uchoa,SP,SAO MIGUEL,"ANDRE CAPARROZ GARCIA, 509",15893034,cras@uchoa.sp.gov.br,-0.20948815372396,-49.1704112291336
Centro de Referência de Assistência Social de Uibaí,Uibaí,BA,Centro,"Rua Dom Pedro I, 200",44950000,crasuibai01@gmail.com,-1.1337e-10,-4.2133e-10
CRAS Solidariedade,Uiramutã,RR,CENTRO,"Rua Cici Mota, S/N",69358000,cras.uiramuta@hotmail.com,45.9922552392695,-60.1598668098449
CRAS - Casa da Família,Uirapuru,GO,CENTRO,"DAS PERDIZES, 1",76525000,crasuirapuru2021@gmail.com,-14.2845742558561,-499.18196540238495
CRAS - CASA DA FAMÍLIA,Uiraúna,PB,NOSSA SENHORA DE LOURDES,"MANOEL MARIANO, S/N",58915000,assistenciasocialuna@gmail.com,-65.2548015160549,-3.84134602546692
CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Ulianópolis,PA,Resende II,"Rio Branco, 385",68632000,cras.semas@ulianopolis.pa.gov.br,-37.3543836649217,-47.5020825862884
CRAS IZA GRANGEIRO DE BRITO,Umari,CE,CENTRO,"Joaquim Daniel, 25",63310000,umaricras@gmail.com,-66.4295932970842,-386.98665201673
CRAS UMARIZAL,Umarizal,RN,COHAB,"SANTO ONOFRE, S/N",59865000,assistenciasocialuzl@gmail.com,-59.8430655625209,-378.110339640261
CRAS ASTERIA FONTES GOIS,Umbaúba,SE,CENTRO,"LOTEAMENTO GUARAREMA, 57",49260000,crasumbauba2016@outlook.com,-113.809057300994,-37.6507902145385
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Umburanas,BA,Centro,"Severino Ribeiro Granja, S/N",44798000,semasu2017@gmail.com,-107.309681801722,-41.3233137130737
CRAS - CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL,Umburatiba,MG,Área,"RUA PRIMEIRO DE JANEIRO, 220",39878000,social.umburatiba@hotmail.com,-1.72527021e-06,-4.05754609e-06
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE MATA VIRGEM,Umbuzeiro,PB,DISTRITO DE MATA VIRGEM,"DA CONCEIÇÃO, S/N",58497000,suasumbuzeiro@gmail.com,-76.8753721048305,-35.774188041687
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - UMBUZEIRO - PB,Umbuzeiro,PB,CENTRO,"JOÃO PESSOA, 22",58497000,suasumbuzeiro@gmail.com,-76.9657466164579,-35.6660199165344
CRAS CORONEL JOSE DA COSTA,Umirim,CE,DISTRITO DE SAO JOAQUIM,"FELISBELA CAETANO, S/N",62660000,cras_saojoaquim@yahoo.com.br,-369.02652508928,-39.4505756281159
CRAS IVA MARIA DA COSTA TEIXEIRA,Umirim,CE,DOS BANANAS,"RUA RUFINO DE SOUSA, S/N",62660000,crassedeumirim@gmail.com,-367.330901321472,-39.3465042114257
CRAS III,Umuarama,PR,Zona I,"19 de dezembro, 3001",87503700,cras@umuarama.pr.gov.br,-23.7694197494754,-53.3118438720703
CRAS II,Umuarama,PR,Zona IV,"Frei Caneca, 2811",87504420,cras@umuarama.pr.gov.br,-237.50124452511,-53.3003962039947
CRAS I,Umuarama,PR,Parque Dom Pedro I,"Sagrada Familia, 3383",87508058,crasumuarama@hotmail.com,-2.36797623479205,-5.34146729636299
Centro de Referência de Assistência Social,Una,BA,Centro,"José Bonifácio, S/N",45690000,cras.una@hotmail.com,-152.935407262403,-39.0757298469543
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS 3,Unaí,MG,MAMOEIRO,"Elson Gabriel de Paulo, 307",38621666,cras3@prefeituraunai.mg.gov.br,-16.2993393483876,-46.9038319587707
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS 2,Unaí,MG,Iuna,"Frei Estevão, 500",38616568,cras2unaimg@gmail.com,-16.3811729263781,-46.909282207489
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - CRAS 1,Unaí,MG,CACHOEIRA,"Rua Presidente Bernardes, 470",38610262,cras1unai@gmail.com,-163.568403458842,-468.97143017340494
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Uniflor,PR,CENTRO,"CRAVO,, 196",87640000,cras@uniflor.pr.gov.br,-23.0835366331133,-521.586602926254
CRAS  CONVIVER,Unistalda,RS,CENTRO,"DESIDERIO FINAMOR, 510",97755000,desenvolvimentosocial@unistalda.rs.gov.br,-29.0487322462325,-55.1510560512542
CRAS II Centro de Referência da Assistência Social,União,PI,São Sebastião,"José Moita, S/N",64120000,semascuniaopi@gmail.com,-45.8361169132396,-42.8513360023498
CRAS I -Centro de Referência da Assistência Social,União,PI,Centro,"RUA AREOLINO DE ABREU S/N, S/N",64120000,semasc.uniao@gmail.com,-4.586e-11,-4.2864e-10
CRAS,União Paulista,SP,Centro,"São Bernardo, 460",15250000,cras@uniaopaulista.sp.gov.br,,
CRAS BEM VIVER,União da Serra,RS,Centro,"Moreira Cesar, 104",99215000,assistenciasocial@uniaodaserra.rs.gov.br,-2.87545763944831,-52.0144915580749
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - CASA DA FAMILIA,União de Minas,MG,Centro,"Cinco, 1140",38288000,cras@uniaodeminas.mg.gov.br,-19.5298626396078,-50.3370809555053
CRAS,União do Oeste,SC,CENTRO,"PRESIDENTE COSTA E SILVA, 511",89845000,social@uniaodooeste.sc.gov.br,-26.7616143070346,-52.8568822145462
CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,União do Sul,MT,CENTRO,"ERVAL VELHO, 33",78543000,assistenciasocial@uniaodosul.mt.gov.br,-115.357696069635,-543.701148033142
CRAS CONJUNTO PADRE DONALD,União dos Palmares,AL,CONJUNTO PADRE DONALD,"RUA ANTONIO CABRAL, S/N",57800000,pmupsocial@hotmail.com,-91.6137437693182,-360.399627685546
CRAS ROBERTO CORREIA DE ARAUJO,União dos Palmares,AL,ROBERTO CORREIA DE ARAUJO,"RUA JOSÉ HORTÊNCIO DE SOUZA, S/N",57800000,pmupsocial@hotmail.com,-91.6417064789008,-36.0208439826965
CRAS CONJUNTO SAGRADA FAMILIA,União dos Palmares,AL,CONJUNTO SAGRADA FAMILIA,"RUA SANTO ANTONIO, 1",57800000,pmupsocial@hotmail.com,-91.5338793643196,-360.052442550659
CRAS  LADEIRA DO SOL,Upanema,RN,Ladeira do Sol,"16 de SETEMBRO, 8",59670000,smasdrive@gmail.com,-56.3822510510524,-37.2597575184772
"CRAS  Centro de Referência de Assistência Social, Marlene de Almeida Machado",Urandi,BA,VERMELHO,"PADRE ZEFERINO, 87",46350000,cras.urandi@hotmail.com,-147.639479404524,-426.55470371246304
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Uraí,PR,CENTRO,"AVENIDA KOTARO ITIMURA, 1450",86280000,crasuraipr@hotmail.com,-231.949650752814,-507.960820198059
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Urbano Santos,MA,CENTRO,"ZECA COSTA, S/N",65530000,prefus_asistencia@hotmail.com,-3.208e-11,-4.3404e-10
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE URU,Uru,SP,CENTRO,"Arthur Bernardes, S/N",16650009,cras@uru.sp.gov.br,-2.1784e-10,-4.9281e-10
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Uruana,GO,Centro,"Av. José Alves Toledo, 936",76335000,secretaria.assistenciasocial@uruana.go.gov,-1.5498e-10,-4.9688e-10
Centro de Referência de Assistência Social Benedito da Silva Palma,Uruana de Minas,MG,Centro,"Urucuia, 490",38630000,cras@uruanadaminas.mg.gov.br,-160.609595182303,-462.565076351165
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Uruará,PA,Mini Indústria,"Tapajós, S/N",68140000,pmuruara.pa@outlook.com,-37.3028874480919,-53.7288737297058
Centro de Referência de Assistencia  Social,Uruaçu,GO,AEROPORTO,"Tancredo Neves, 53",76400000,crasuru@hotmail.com,-145.294597443164,-49.1317176818847
CRAS URUBICI,Urubici,SC,ESQUINA,"BENEVENUTO LORENZETTI, S/N",88650000,crasurubici@yahoo.com.br,-279.938519471037,-49.581491947174
CRAS ÁUREA TOMÉ CORDEIRO,Uruburetama,CE,CENTRO,"AVENIDA JOSÉ LOPES CABRAL, 476",62650000,cras.ubr@hotmail.com,-3.6287158e-07,-3.94968907e-06
CRAS Centro de Referência de Assistência Social,Urucará,AM,CENTRO,"CEL. LIBÓRIO, 94",69130000,urucara.cras@gmail.com,-25.3707926743259,-57.7614374601398
CRAS ERCILIA GOMES DE SOUZA,Urucuia,MG,CENTRO,"RUA ALIPIA GONÇALVES, 106",38649000,social@urucuia.mg.gov.br,-1.61256538218542,-45.7401943203876
CRAS URUCURITUBA,Urucurituba,AM,CENTRO,"SÃO SEBASTIÃO, S/N",69180000,crasurucuritubaam@gmail.com,-31.2776788558015,-58.1575012207031
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Urucânia,MG,NOVO MILENIO,"MANOEL NASCIMENTO MAYRINK, 2",35380000,social@urucania.mg.gov.br,-2.0351e-10,-4.2739e-10
CRAS - BELA VISTA,Uruguaiana,RS,BELA VISTA,"DOUTOR MAIA, 1710",97510160,crasbelavista2017@gmail.com,-297.60037224398,-57.0967411994934
CRAS RUI RAMOS,Uruguaiana,RS,RUI RAMOS,"DR. HOMERO TARRAGO, 1333",97507150,crasruiramos@yahoo.com.br,-297.770428345174,-57.0684814453125
CRAS - CABO LUIS QUEVEDO,Uruguaiana,RS,CABO LUIS QUEVEDO,"Rua Doutor Adir Machado Mascia, 556",97503733,crasclq@hotmail.com,-29.7799575260135,-57.1081244945526
CRAS ANA GARCÊS ROCHA,Uruoca,CE,CENTRO,"ANTONIO MOREIRA, 639",62460000,crasanagarcez@hotmail.com,-33.1475980983019,-40.5589552223682
CRAS EGUIMAR CONRADO,Uruoca,CE,CENTRO,"JOAO BATISTA DE VASCONCELOS, S/N",62460000,cras_eguimarconrado@hotmail.com,-336.824316662804,-40.7372617721557
CRAS,Urupema,SC,CENTRO,"MANOEL PEREIRA DE MEDEIROS, 155",88625000,socialpmu@gmail.com,-279.54951311921,-498.77049922943104
CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Urupá,RO,SUMAUMA,"MARACATIARA, 3263",76929000,semas_urupa@outlook.com,-111.345712501015,-623.649215698242
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Urupês,SP,CENTRO,"José Bonifácio, 1004",15850000,crasurupes@hotmail.com,-212.03977908525,-0.49294753074646
CRAS,Urussanga,SC,Da Estação,"Nereu Ramos, 360",88840000,cras@urussanga.sc.gov.br,-28.5285642195933,-49.3206095695495
CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Urutaí,GO,CENTRO,"São Paulo, S/N",75790000,crasurutai17@gmail.com,-1.7464e-10,-4.8203e-10
CRAS Maria dos anjos,Uruçuca,BA,ANFRISIO GOES,"GILBERTO MOURA, 66",45680000,crasurucuca@outlook.com,-1.4593e-10,-3.9284e-10
CRAS AEROPORTO,Uruçuí,PI,AEROPORTO,"AIRTON SENA, 870",64860000,crasurucui2021@gmail.com,-72.496432763313,-44.5534443855285
CRAS,Urânia,SP,Centro,"Brasil, 404",15760000,cras_urania@hotmail.com,-202.458105855317,-50.6439685821533
CRAS - PONTE DE TÁBUA,Utinga,BA,PONTE DE TÁBUA,"ANTÔNIO VIEIRA DE OLIVEIRA, 15",46810000,cras_utinga@hotmail.com,-120.737611341537,-410.91940999031
CRAS MARIA JOSE GUAZZELLI,Vacaria,RS,CENTRO,"RUA RAMIRO BARCELOS, 698",95200000,cras@vacaria.rs.gov.br,-2.83704056709858,-5.09237397190355
CRAS DESPERTAR,Vale Real,RS,Centro,"Da Emancipação, 240",95778000,cras@valereal.rs.gov.br,-29.3971506675556,-51.2563920021057
CRAS,Vale Verde,RS,Centro,"Arnaldo Roberto Seibert, 577",95833000,deboraredin@hotmail.com,-29.7877327256073,-521.77859544754
Casa da Familia,Vale de São Domingos,MT,SANTA INES,"DO LATICINIO, S/N",78253000,crasvsd@gmail.com,-152.975560599955,-590.650695562362
CRAS  Centro de Referenca de Assistencia Social,Vale do Anari,RO,centro,"Capitão Silvio de Farias, 4289",76867000,semas.valedoanari@hotmail.com,-98.6045901985825,-62.1760082244873
CASA DAS FAMÍLIAS,Vale do Paraíso,RO,centro,"AV PARAISO, S/N",76923000,semtassecretariamunicipal@gmail.com,-104.425719114968,-621.60301208496
CRAS Casa da Família Vale-Solense,Vale do Sol,RS,CENTRO,"Av 15 de Setembro, 2141",96878000,cras@valedosol.rs.gov.br,-296.096553358485,-52.6804518699646
CRAS PAI NENEM,Valente,BA,JUAZEIRO,"MATADOURO, S/N",48890000,craspainenen.valente@hotmail.com,-114.195510347321,-39.4680941104888
CRAS CASAS POPULARES,Valente,BA,PIANA,"ROBERTO NASCIMENTO DE OLIVEIRA, S/N",48890000,crascasaspopulares.valente@hotmail.com,-114.199401429114,-39.4538033008575
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Valentim Gentil,SP,CENTRO,"CAVALIN, 933",15520000,crasvg@valentimgentil.sp.gov.br,-20.4210002968243,-500.882363319397
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - DA BAIXA ALEGRE,Valença,BA,Centro," Rua Conselheiro Franco, 64",45400000,CRASBALEGRE@GMAIL.COM,-133.744016685882,-39.0772747993469
CRAS CENTRO,Valença,RJ,CENTRO,"ARAÚJO LEITE, 373",27600000,smas@valenca.rj.gov.br,-22.2420137233973,-43.701821565628
CRAS VEREADOR WALTER PONTES,Valença,RJ,DISTRITO DE BARÃO DE JUPARANÃ,"BERNARDINO SOUZA ROCHA, 345",27640000,crasjuparana@yahoo.com.br,-2.23433082502832,-436.799240112304
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL- CRAS BOLÍVIA,Valença,BA,BOLÍVIA,"BOUGAINVILLE, S/N",45400000,crasbollivia@hotmail.com,-133.825013139197,-39.0683698654174
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS DO JACARÉ,Valença,BA,GRAÇA,"DENDEZEIROS, 16",45400000,crasjacare@hotmail.com,-132.853189602819,-39.0755152702331
CRAS MARCIO JOSE DA SILVA MACEDO - MARCINHO DA VARGINHA,Valença,RJ,Varginha,"FERNANDO MENDES DE OLIVEIRA, 71",27600000,crasvarginha_sasel@yahoo.com.br,-22.2596691080382,-43.7303280830383
CRAS MARIA APARECIDA DA SILVA SALVIANO SILVA,Valença,RJ,PONTE FUNDA,"MARIANO JOSE DA SILVA, 15",27600000,craspontefunda@gmail.com,-222.015707379777,-43.7168312072753
CRAS ANTÔNIO DE PAULA ( NICÃO),Valença,RJ,CAMBOTA,"PEDRO PONCIANO, 164",27600000,crascambota@gmail.com,-22.218744540252,-4.36842691898346
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS DO TENTO,Valença,BA,Centro,"RUA DO CAJUEIRO, 108",45400000,crastento@hotmail.com,-133.749627030571,-39.0694802999496
CRAS Valter da Silva,Valença,RJ,Santa Isabel do Rio Preto,"Rua Cel Leite Pinto, 381",27600000,protbasica.smas@valenca.rj.gov.br,-22.2309109415317,-44.0735864639282
CRAS I,Valença do Piauí,PI,CENTRO,"PROFESSOR JOAO SOARES, S/N",64300000,semaspmv@gmail.com,-64.027550251307,-41.7369532585144
CRAS II,Valença do Piauí,PI,VALENCINHA,"RUA JOSE DE SOUSA LACERDA, S/N",64300000,semaspmv@gmail.com,-6.408e-11,-4.1746e-10
CRAS FIGUEIRAS,Valinhos,SP,JARDIM DAS FIGUEIRAS,"ABRAHÃO MARTINI, 51",13275615,crasfigueiras@gmail.com,-2.29858936214031,-46.9790464639663
CRAS JARDIM SÃO MARCOS,Valinhos,SP,Jardim Alto da Colina,"João Previtale, 2168",13272315,crassaomarcos@valinhos.sp.gov.br,-22.9478465393758,-46.9983673113165
CRAS CENTRAL II,Valinhos,SP,Vila Papelão,"Rua Tomas Antonio Gonzaga, 58",13276330,crassaobento@valinhos.sp.gov.br,-229.775078072612,-469.930636882782
CRAS CENTRAL,Valinhos,SP,CENTRO,"SILVIO CONCON, 78",13270000,crascentral@valinhos.sp.gov.br,-229.69803066999,-46.9975161552429
CRAS - MARIA IGNÁCIA CORREA FERNANDES,Valparaíso,SP,ASA BRANCA,"ALVARO DE PAULA, 55",16880000,cras.valparaiso2013@gmail.com,-212.254016657799,-50.8611631393432
CRAS - PRACINHA DA CULTURA,Valparaíso de Goiás,GO,Valparaiso I," Q.15, S/N",72876215,ceu.cras.valparaiso@gmail.com,-16.0779706832767,-47.9726493358612
CRAS - IPANEMA,Valparaíso de Goiás,GO,Jardim Ipanema,"Avenida 01 Qd 19 Lote, 20",72870000,crasipanema@gmail.com,-16.0846108353409,-47.9914033412933
CRAS - PARQUE SANTA RITA DE CASSIA,Valparaíso de Goiás,GO,Santa Rita,"Qd 04 lote 06 Casa, 2",72874305,cras2017santarita@gmail.com,-161.181257729927,-47.9689800739288
CRAS - CÉU AZUL,Valparaíso de Goiás,GO,JARDIM CÉU AZUL,"Quadra 171, Lote, 22",72871083,ceuazulcras@gmail.com,-16.0567735870347,-480.160689353942
CRAS,Vanini,RS,Centro,"Senador Alberto Pasqualini, 55",99290000,social@pmvanini.com.br,-2.8478e-10,-5.1845e-10
CRAS - VARGEM,Vargem,SC,centro,"ARNO SCHIMIT, 85",89638000,cras@vargem.sc.gov.br,-27.4915983317419,-50.97909450531
CRAS - VICENTINA VARGAS CHEDE,Vargem,SP,CENTRO,"JOSÉ LOPES RIOS, 55",12935000,cras@vargem.sp.gov.br,-228.837389712766,-46.4102540010935
CRAS Centro de Referência de Assistência Social-CRAS/ Casa da Família,Vargem Alegre,MG,Centro,"SEBASTIAO MACHADO DOS REIS, 474",35199000,crasvargemalegre2014@hotmail.com,-1.96020633699415,-42.298092842102
CRAS,Vargem Alta,ES,CENTRO,"AV JOSÉ JOÃO SARTÓRIO, 1009",29295000,crasvargemalta@hotmail.com,-206.680630643422,-41.0030794143676
CRAS,Vargem Bonita,SC,Centro,"QUINZE DE NOVEMBRO, S/N",89675000,cras@vargembonita.sc.gov.br,-270.074721990701,-51.7379450798034
Centro de Referência da Assistência Social de Vargem Bonita,Vargem Bonita,MG,Centro,"Rio de Janeiro, 427",37922000,assistenciasocial@vargembonita.mg.gov.br,-203.310258278713,-46.3716602325439
CRAS ANTONIO DE SOUSA SILVA,Vargem Grande,MA,SAO FRANCISCO,"AV CASTELO BRANCO, S/N",65430000,smasvargem@gmail.com,-3.543e-11,-4.3916e-10
CRAS I - SAO MIGUEL,Vargem Grande,MA,São Francisco,"Rua São José, S/N",65430000,smasvargem@gmail.com,-3.543e-11,-4.3916e-10
CRAS CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL JARDIM SÃO LUCAS,Vargem Grande Paulista,SP,JARDIM SÃO LUCAS,"DR RENE CORREA, 843",6730000,cras.saolucas@vargemgrandepta.sp.gov.br,-2.35968980820257,-470.193439722061
CRAS Centro de Referencia de Assistência Social - Dra. Sumi Kageyama Hisi,Vargem Grande Paulista,SP,Tijuco Preto,"São Paulo das Missões, 358",6730000,crastj@vargemgrandepta.sp.gov.br,-2.36385092e-06,-4.69937114e-06
CRAS VARGEM GRANDE DO RIO PARDO,Vargem Grande do Rio Pard,MG,Centro,"TANCREDO NEVES, 264",39535000,crasvg@yahoo.com.br,-1.5403e-10,-4.2308e-10
CRAS,Vargem Grande do Sul,SP,Centro,"1º de Maio, 359",13880000,crasvgsul@gmail.com,-218.308601877111,-46.8983101845879
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - AÇÃO E CIDADANIA,Vargeão,SC,CENTRO,"21 de Abril, 166",89690000,cras@vargeao.sc.gov.br,-26.8611079756463,-5.21603286266327
CRAS I,Varginha,MG,Sion,"Celina Ferreira Ottoni, 3001",37048580,craspbvga1@gmail.com,-2.15725134e-06,-4.54213354e-06
CRAS V,Varginha,MG,Novo Tempo,"Geraldo Andrade Resende, 305",37045264,craspbvga5@gmail.com,-2.15574844537148,-4.54091083835265
CRAS II,Varginha,MG,VILA PINTO,"IRMÃO MARIO ESDRAS, 80",37010660,craspbvga2@gmail.com,-2.15551998e-06,-4.54433827e-06
cras IV,Varginha,MG,Jardim Estrela 1,"Lazarina Clara da Silva, 13",37100000,craspbvga4@gmail.com,-2.15293528e-06,-4.54539602e-06
CRAS III,Varginha,MG,URUPES,"SÃO LUCAS, 155",37062610,craspbvga3@gmail.com,-2.15885204e-06,-4.54462302e-06
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Varjota,CE,centro,"Rua Delmiro Golveia, S/N",62265000,crasvarjota1@gmail.com,-42.0094497831074,-40.4837098717689
CRAS CIRILO PAULISTA,Varjão,GO,CENTRO,"PRAÇA MOISES FRANCO, 13",75355000,crascirilopaulista_varjao@hotmail.com,-170.449990335133,-4.96303939819336
CRAS - Manoel Moreira da Silva,Varjão de Minas,MG,centro,"Vasco Ribeiro, 351",38794000,crasvarjaom@gmail.com,-183.799302938805,-46.0301077365875
CRAS II,Varre-Sai,RJ,Zona rural,"Cruz da Ana, S/N",28375000,katiabrito01@gmail.com,-2.0931e-10,-4.1869e-10
CRAS I,Varre-Sai,RJ,Centro,"Rua João Ramos Pereira, 18",28375000,crasestadual@varresai.rj.gov.br,-2.0931e-10,-4.1869e-10
CRAS -Centro de Referência de Assistência Social,Varzedo,BA,Centro,"CORONEL JOSÉ AUGUSTO, 87",44565000,cras.varzedo@hotmail.com,-129.782340221572,-393.95309686660704
PADRE JOSE SILVEIRA,Varzelândia,MG,CENTRO,"CASTELO BRANCO, 728",39450000,sapsvarzelandia@bol.com.br,-157.073322677617,-440.3573513031
CRAS Centro,Vassouras,RJ,Centro,"JOSÉ DE OLIVEIRA CURA, 7",27700000,crascentrovass@gmail.com,-224.113300452584,-43.6610798846231
CRAS ALTO DO RIO BONITO,Vassouras,RJ,ALTO DO RIO BONITO,"MINISTRO ROMERO NETO, 19",27700000,crasrepresa@gmail.com,-22.4171381928651,-43.6785078048706
CRAS TOCA DOS LEÕES,Vassouras,RJ,Toca dos Leoes,"Rua B, S/N",27700000,acaosocialvass@uol.com.br,-22.4406261848247,-437.134366045938
CRAS,Vazante,MG,Novo Horizonte,"São Paulo, 800",38780000,cras_vazante@hotmail.com,-179.984071605693,-46.9020724296569
CRAS de Venda Nova do Imigrante,Venda Nova do Imigrante,ES,VILA DA MATA,"PEDRO ALTOÉ, 84",29375000,cras@vendanova.es.gov.br,-2.03388186e-06,-4.11296937e-06
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Venha-Ver,RN,CONJUNTO FREI DAMIÃO,"SEBASTIÃO HEZÍQUIO  PEREIRA FERNANDES, S/N",59925000,cras.venha-ver@hotmail.com,-63.2027314419054,-38.4912174940109
CRAS - Centro de Referência de Assistência Social Janete Biliu,Venturosa,PE,Campo Grande,"Francisco Pereira de Carvalho Barros, S/N",55270000,crasventurosa@hotmail.com,-85.778385815177,-36.873362660408
CRAS Centro,Venâncio Aires,RS,Centro,"Avenida Ruperti Filho, 789",95800000,coordenacaocras@venancioaires.rs.gov.br,-296.06502498476,-52.1950578689575
CRAS Battisti,Venâncio Aires,RS,Battisti,"Rua Alba Koslowski, 3500",95800000,crasbattisticoordenacao@venancioaires.rs.g,-2.96035423488875,-521.677923198149
CRAS - ESPERANÇA,Vera,MT,ESPERANÇA,"OTAWA, 1849",78880000,acaosocial@vera.mt.gov.br,-122.96020022891,-55.2968502044677
CENTO DE REFERENCIA DA ASSISTENCIA SOCIAL,Vera Cruz,BA,MAR GRANDE,"Beira Mar, S/N",44470000,acolhimentocras@outlook.com,-129.634923556503,-38.6069011688232
